Event RA Dec t0 tE Ibl I0 Field Layer
OGLE-2016-BLG-0179 268.8504166666667 -29.82361111111111 2457428.803 75.616 18.561 18.561 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 66
OGLE-2016-BLG-0182 269.40541666666667 -28.83222222222222 2457441.243 9.935 17.514 17.514 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 124
OGLE-2016-BLG-0217 269.1516666666667 -29.04388888888889 2457445.29 4.504 19.974 19.974 EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 79
OGLE-2016-BLG-0221 268.85291666666666 -29.8625 2457463.789 213.85 18.879 22.013 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 66
OGLE-2016-BLG-0239 269.23375 -30.17138888888889 2457443.304 6.823 18.985 18.985 EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 101
OGLE-2016-BLG-0284 268.1345833333333 -28.69 2457454.433 9.652 17.983 17.983 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 45
OGLE-2016-BLG-0303 267.77041666666673 -30.401666666666664 2457450.335 4.252 17.795 17.795 EUC_LE1_VIS-67070-1-C_20250323T131516.000000Z_01_01_01.00.fits.gz 134
OGLE-2016-BLG-0318 269.0408333333333 -30.01638888888889 2457454.429 21.735 19.94 19.94 EUC_LE1_VIS-67070-1-C_20250324T032724.000000Z_01_01_01.00.fits.gz 95
OGLE-2016-BLG-0429 268.47791666666666 -28.636666666666667 2457463.957 8.2 19.813 21.898 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 116
OGLE-2016-BLG-0449 268.19083333333333 -28.334444444444443 2457463.723 4.652 19.856 19.856 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 11
OGLE-2016-BLG-0458 268.59458333333333 -29.16805555555556 2457473.872 15.532 15.42 15.42 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 1
OGLE-2016-BLG-0490 268.58875 -29.829444444444444 2457467.305 14.23 20.084 20.084 EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 88
OGLE-2016-BLG-0505 268.50541666666663 -29.002222222222223 2457471.194 13.936 15.766 15.766 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 75
OGLE-2016-BLG-0511 268.2425 -29.1575 2457475.424 5.152 18.416 18.416 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 94
OGLE-2016-BLG-0581 269.3925 -28.78833333333333 2457493.076 40.512 16.458 16.458 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 123
OGLE-2016-BLG-0611 268.295 -29.06972222222222 2457488.615 0.521 19.835 19.835 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 95
OGLE-2016-BLG-0635 267.7641666666667 -28.08333333333333 2457508.384 515.219 18.651 21.447 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 76
OGLE-2016-BLG-0703 267.50791666666663 -29.371666666666663 2457494.086 105.951 18.05 18.05 EUC_LE1_VIS-67070-1-C_20250323T153551.000000Z_01_01_01.00.fits.gz 117
OGLE-2016-BLG-0764 267.3379166666667 -28.461944444444445 2457503.607 15.132 19.89 19.89 EUC_LE1_VIS-67070-1-C_20250323T161946.000000Z_01_01_01.00.fits.gz 36
OGLE-2016-BLG-0771 269.29 -28.613611111111112 2457512.131 19.526 19.257 19.257 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 104
OGLE-2016-BLG-0786 267.76750000000004 -28.79388888888889 2457516.71 0.077 19.015 19.015 EUC_LE1_VIS-67070-1-C_20250323T180446.000000Z_01_01_01.00.fits.gz 135
OGLE-2016-BLG-0789 269.29 -28.613611111111112 2457510.302 16.849 18.985 18.985 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 104
OGLE-2016-BLG-0816 268.86083333333335 -30.242222222222225 2457509.142 5.72 19.13 19.737 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 31
OGLE-2016-BLG-0910 268.61041666666665 -29.17055555555556 2457534.051 6.246 19.637 19.637 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 4
OGLE-2016-BLG-1040 269.3379166666667 -29.16583333333333 2457548.565 0.956 19.886 19.886 EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 87
OGLE-2016-BLG-1050 269.15583333333336 -29.01944444444444 2457549.472 10.204 20.15 22.193 EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 144
OGLE-2016-BLG-1055 269.05375000000004 -28.528888888888886 2457587.439 42.175 17.623 17.623 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 95
OGLE-2016-BLG-1092 269.45708333333334 -28.9925 2457651.374 222.422 17.022 17.022 EUC_LE1_VIS-67070-1-C_20250324T080834.000000Z_01_01_01.00.fits.gz 136
OGLE-2016-BLG-1110 268.4316666666667 -28.71972222222222 2457554.38 1.224 18.799 18.799 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 114
OGLE-2016-BLG-1232 268.9195833333333 -28.753888888888888 2457608.621 55.403 17.639 17.639 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 43
OGLE-2016-BLG-1280 269.1933333333333 -28.38111111111111 2457575.798 0.816 19.473 19.473 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 78
OGLE-2016-BLG-1283 269.22 -30.302777777777777 2457576.526 11.527 17.932 21.376 EUC_LE1_VIS-67070-1-C_20250324T033544.000000Z_01_01_01.00.fits.gz 114
OGLE-2016-BLG-1304 268.415 -29.17805555555556 2457576.342 0.876 18.81 18.81 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 90
OGLE-2016-BLG-1387 268.715 -29.88055555555556 2457597.111 90.807 18.684 21.381 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 2
OGLE-2016-BLG-1493 268.4475 -30.23611111111111 2457639.781 37.61 17.367 17.367 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 113
OGLE-2016-BLG-1494 268.5825 -30.122777777777777 2457601.429 9.691 19.509 19.509 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 112
OGLE-2016-BLG-1558 268.8308333333333 -30.54388888888889 2457600.675 32.622 18.304 18.304 EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 65
OGLE-2016-BLG-1579 267.87708333333336 -28.58722222222222 2457616.961 17.781 19.066 19.066 EUC_LE1_VIS-67070-1-C_20250323T184022.000000Z_01_01_01.00.fits.gz 28
OGLE-2016-BLG-1668 268.6475 -29.988611111111112 2457625.637 9.179 18.135 18.135 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 4
OGLE-2016-BLG-1669 268.30791666666664 -29.27472222222222 2457629.802 2.726 17.901 17.901 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 108
OGLE-2016-BLG-1680 268.49499999999995 -29.75611111111111 2457630.102 8.821 19.342 20.48 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 75
OGLE-2016-BLG-1686 268.905 -29.488333333333333 2457693.543 88.294 18.334 18.334 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 36
OGLE-2016-BLG-1758 268.99125000000004 -29.50027777777778 2457641.209 4.035 17.783 17.783 EUC_LE1_VIS-67070-1-C_20250324T045439.000000Z_01_01_01.00.fits.gz 47
OGLE-2016-BLG-1788 267.97041666666667 -29.41583333333333 2457724.507 55.265 17.027 17.027 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 38
OGLE-2016-BLG-1858 268.5683333333333 -28.483888888888888 2457654.322 9.561 20.097 20.097 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 99
OGLE-2016-BLG-1917 268.3195833333333 -28.692777777777778 2457687.315 23.796 19.493 19.493 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 118
OGLE-2017-BLG-0003 268.37958333333336 -28.698055555555555 2457786.099 10.085 16.387 16.387 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 132
OGLE-2017-BLG-0004 268.03875 -28.356944444444444 2457798.822 22.348 20.233 20.233 EUC_LE1_VIS-67070-1-C_20250323T193202.000000Z_01_01_01.00.fits.gz 17
OGLE-2017-BLG-0006 268.6508333333333 -30.127222222222223 2457795.242 17.329 18.72 20.097 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 25
OGLE-2017-BLG-0007 267.8354166666667 -29.96555555555556 2457767.682 25.87 17.94 17.94 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 16
OGLE-2017-BLG-0009 267.825 -29.61277777777778 2457791.446 40.356 18.531 18.531 EUC_LE1_VIS-67070-1-C_20250323T153551.000000Z_01_01_01.00.fits.gz 133
OGLE-2017-BLG-0010 268.4370833333333 -29.391388888888887 2457789.295 4.918 17.695 17.695 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 115
OGLE-2017-BLG-0012 267.9966666666667 -29.37444444444445 2457792.273 15.329 17.14 19.971 EUC_LE1_VIS-67070-1-C_20250323T211745.000000Z_01_01_01.00.fits.gz 41
OGLE-2017-BLG-0027 269.00041666666664 -29.13222222222222 2457750.027 32.601 17.084 17.084 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 10
OGLE-2017-BLG-0030 268.76708333333335 -30.55888888888889 2457786.761 22.909 18.949 18.949 EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 62
OGLE-2017-BLG-0122 268.26166666666666 -30.176944444444445 2457802.844 9.727 18.402 18.402 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 119
OGLE-2017-BLG-0123 269.15458333333333 -28.59611111111111 2457801.705 3.696 17.84 17.84 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 105
OGLE-2017-BLG-0171 268.02791666666667 -30.179166666666667 2457873.24 144.826 18.08 19.19 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 44
OGLE-2017-BLG-0214 268.1779166666667 -29.10666666666667 2457799.87 31.102 18.149 20.64 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 22
OGLE-2017-BLG-0222 268.805 -29.42055555555556 2457820.673 57.613 18.983 18.983 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 29
OGLE-2017-BLG-0224 269.34 -28.75055555555556 2457824.008 22.257 19.39 19.39 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 111
OGLE-2017-BLG-0266 268.80458333333337 -29.42027777777778 2457820.528 113.473 18.667 20.903 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 29
OGLE-2017-BLG-0267 268.83375 -29.15888888888889 2457817.615 6.631 18.196 18.196 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 6
OGLE-2017-BLG-0310 268.32041666666663 -30.19638888888889 2457829.029 8.681 18.307 18.307 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 120
OGLE-2017-BLG-0346 268.505 -30.47138888888889 2457827.975 2.111 19.269 19.269 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 137
OGLE-2017-BLG-0351 268.16375 -29.6575 2457858.806 0.091 19.275 19.275 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 69
OGLE-2017-BLG-0403 268.67499999999995 -29.39444444444445 2457840.54 22.982 17.94 17.94 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 25
OGLE-2017-BLG-0429 268.5720833333333 -29.88888888888889 2457839.909 2.001 18.116 18.116 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 88
OGLE-2017-BLG-0464 268.21708333333333 -29.38805555555556 2457846.692 30.307 19.393 22.252 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 46
OGLE-2017-BLG-0545 268.5158333333333 -29.024166666666662 2457858.434 25.73 18.814 20.881 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 75
OGLE-2017-BLG-0547 268.0054166666667 -29.656666666666663 2457858.783 0.078 19.35 19.35 EUC_LE1_VIS-67070-1-C_20250323T210925.000000Z_01_01_01.00.fits.gz 65
OGLE-2017-BLG-0560 267.96375 -30.45861111111111 2457859.105 0.802 14.832 14.832 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 62
OGLE-2017-BLG-0565 268.40166666666664 -29.97861111111111 2457865.186 10.048 19.654 19.654 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 89
OGLE-2017-BLG-0622 268.3354166666667 -29.03333333333333 2457943.605 141.842 16.861 16.861 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 79
OGLE-2017-BLG-0632 268.5195833333333 -30.03333333333333 2457919.441 65.816 18.556 18.556 EUC_LE1_VIS-67070-1-C_20250324T001328.000000Z_01_01_01.00.fits.gz 98
OGLE-2017-BLG-0667 269.14166666666665 -28.753888888888888 2457873.944 0.194 17.695 17.695 EUC_LE1_VIS-67070-1-C_20250324T082514.000000Z_01_01_01.00.fits.gz 117
OGLE-2017-BLG-0678 268.80916666666667 -30.001666666666665 2457853.853 21.169 18.854 18.854 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 18
OGLE-2017-BLG-0927 268.6941666666666 -29.758333333333333 2457912.488 23.074 17.599 17.599 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 52
OGLE-2017-BLG-0933 268.81416666666667 -28.96 2457908.537 5.289 17.443 17.443 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 62
OGLE-2017-BLG-0950 268.48541666666665 -30.27472222222222 2457904.884 3.374 19.73 19.73 EUC_LE1_VIS-67070-1-C_20250324T010648.000000Z_01_01_01.00.fits.gz 128
OGLE-2017-BLG-0952 267.9004166666668 -29.892777777777777 2457931.411 36.868 19.389 19.389 EUC_LE1_VIS-67070-1-C_20250323T233008.000000Z_01_01_01.00.fits.gz 14
OGLE-2017-BLG-0995 268.32041666666663 -29.66361111111111 2457888.957 42.062 20.084 20.084 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 143
OGLE-2017-BLG-0996 269.3975 -30.465 2457866.648 15.007 20.094 20.094 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 135
OGLE-2017-BLG-1004 269.08333333333337 -30.63305555555556 2457906.038 0.58 19.462 19.462 EUC_LE1_VIS-67070-1-C_20250324T031904.000000Z_01_01_01.00.fits.gz 142
OGLE-2017-BLG-1083 268.34625 -29.10777777777778 2457921.075 23.686 19.217 19.217 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 78
OGLE-2017-BLG-1084 268.67125 -28.749166666666667 2457914.877 6.825 19.412 19.412 EUC_LE1_VIS-67070-1-C_20250324T064014.000000Z_01_01_01.00.fits.gz 37
OGLE-2017-BLG-1122 268.36875 -28.890555555555554 2457925.562 10.423 18.988 18.988 EUC_LE1_VIS-67070-1-C_20250323T202522.000000Z_01_01_01.00.fits.gz 144
OGLE-2017-BLG-1184 267.24875000000003 -29.64305555555556 2457942.793 9.461 18.433 18.433 EUC_LE1_VIS-67070-1-C_20250323T114656.000000Z_01_01_01.00.fits.gz 6
OGLE-2017-BLG-1204 267.80583333333334 -28.794722222222223 2457936.559 7.779 20.488 20.488 EUC_LE1_VIS-67070-1-C_20250323T181306.000000Z_01_01_01.00.fits.gz 134
OGLE-2017-BLG-1224 268.1533333333333 -30.169722222222223 2457936.558 1.837 18.012 18.012 EUC_LE1_VIS-67070-1-C_20250323T232148.000000Z_01_01_01.00.fits.gz 45
OGLE-2017-BLG-1225 268.285 -29.99194444444445 2457934.423 3.475 18.541 18.541 EUC_LE1_VIS-67070-1-C_20250324T012328.000000Z_01_01_01.00.fits.gz 107
OGLE-2017-BLG-1283 269.0125 -30.0375 2457946.956 8.189 18.082 20.108 EUC_LE1_VIS-67070-1-C_20250324T024404.000000Z_01_01_01.00.fits.gz 95
OGLE-2017-BLG-1303 268.7283333333333 -28.936666666666667 2457960.2 21.309 18.548 18.548 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 50
OGLE-2017-BLG-1325 269.15875 -29.285 2457969.067 52.772 18.723 18.723 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 90
OGLE-2017-BLG-1326 269.09125 -29.22611111111111 2457948.64 6.83 19.21 19.21 EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 95
OGLE-2017-BLG-1327 268.88125 -30.184166666666663 2457945.649 3.144 17.752 17.752 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 33
OGLE-2017-BLG-1351 268.5566666666666 -29.2925 2457950.111 3.546 18.869 18.869 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 100
OGLE-2017-BLG-1373 268.8879166666667 -29.322222222222223 2457954.1 0.754 18.337 18.337 EUC_LE1_VIS-67070-1-C_20250324T041939.000000Z_01_01_01.00.fits.gz 30
OGLE-2017-BLG-1389 268.5991666666667 -29.16222222222222 2457959.224 28.086 16.069 19.579 EUC_LE1_VIS-67070-1-C_20250323T224605.000000Z_01_01_01.00.fits.gz 85
OGLE-2017-BLG-1390 268.4125 -29.01222222222222 2457955.001 2.834 18.821 18.821 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 77
OGLE-2017-BLG-1391 268.5070833333333 -28.46361111111111 2457954.206 5.973 20.351 20.351 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 99
OGLE-2017-BLG-1393 267.87208333333336 -29.90888888888889 2457954.085 1.145 19.264 19.264 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 16
OGLE-2017-BLG-1470 268.46 -30.3325 2457964.169 1.212 18.316 18.316 EUC_LE1_VIS-67070-1-C_20250324T005828.000000Z_01_01_01.00.fits.gz 128
OGLE-2017-BLG-1484 267.6195833333333 -28.72972222222222 2457998.995 118.311 20.222 20.222 EUC_LE1_VIS-67070-1-C_20250323T182126.000000Z_01_01_01.00.fits.gz 144
OGLE-2017-BLG-1493 268.22041666666667 -29.861666666666668 2457967.987 4.823 20.032 20.032 EUC_LE1_VIS-67070-1-C_20250324T011508.000000Z_01_01_01.00.fits.gz 95
OGLE-2017-BLG-1552 268.0308333333333 -29.206666666666667 2457982.285 21.445 20.535 20.535 EUC_LE1_VIS-67070-1-C_20250323T210105.000000Z_01_01_01.00.fits.gz 19
OGLE-2017-BLG-1557 268.8358333333333 -29.8 2458018.139 59.91 18.579 18.579 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 65
OGLE-2017-BLG-1576 268.6741666666667 -29.91722222222222 2458038.336 97.271 16.797 19.387 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 3
OGLE-2017-BLG-1601 268.4529166666667 -29.01833333333333 2457989.738 37.961 19.249 19.249 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 80
OGLE-2017-BLG-1754 268.5804166666666 -28.573055555555555 2458019.419 4.374 19.764 19.764 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 111
OGLE-2017-BLG-1756 268.04166666666663 -29.76 2458019.74 2.589 18.643 18.643 EUC_LE1_VIS-67070-1-C_20250323T205245.000000Z_01_01_01.00.fits.gz 68
OGLE-2017-BLG-1757 269.3745833333333 -28.433333333333334 2458160.028 248.671 16.742 19.2 EUC_LE1_VIS-67070-1-C_20250324T081654.000000Z_01_01_01.00.fits.gz 88
OGLE-2017-BLG-1778 268.2270833333333 -30.10805555555556 2458204.612 133.199 18.171 18.171 EUC_LE1_VIS-67070-1-C_20250323T233828.000000Z_01_01_01.00.fits.gz 46
OGLE-2017-BLG-1779 268.61 -29.549444444444447 2458018.155 28.522 18.812 19.597 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 124
OGLE-2017-BLG-1813 268.51874999999995 -28.455277777777777 2458113.249 43.167 16.451 16.451 EUC_LE1_VIS-67070-1-C_20250323T203342.000000Z_01_01_01.00.fits.gz 99
OGLE-2017-BLG-1820 268.455 -28.80583333333333 2458051.352 27.384 19.018 19.965 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 128
OGLE-2017-BLG-1821 268.9725 -29.26333333333333 2458546.793 264.757 16.502 16.502 EUC_LE1_VIS-67070-1-C_20250324T040259.000000Z_01_01_01.00.fits.gz 22
OGLE-2017-BLG-1829 268.2970833333333 -29.199722222222224 2458079.632 47.473 14.702 16.507 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 107
OGLE-2017-BLG-1831 268.8379166666668 -28.764166666666668 2458057.857 17.685 19.006 19.006 EUC_LE1_VIS-67070-1-C_20250324T062334.000000Z_01_01_01.00.fits.gz 41
OGLE-2018-BLG-0001 268.32041666666663 -29.104444444444447 2458157.433 16.478 18.136 18.136 EUC_LE1_VIS-67070-1-C_20250323T225425.000000Z_01_01_01.00.fits.gz 96
OGLE-2018-BLG-0004 268.0125 -28.62666666666667 2458149.066 15.127 20.211 20.211 EUC_LE1_VIS-67070-1-C_20250323T183202.000000Z_01_01_01.00.fits.gz 32
OGLE-2018-BLG-0006 268.48875 -28.56 2458122.349 124.137 14.778 18.029 EUC_LE1_VIS-67070-1-C_20250323T204202.000000Z_01_01_01.00.fits.gz 116
OGLE-2018-BLG-0008 267.61125 -30.245833333333334 2458150.192 6.827 18.051 18.051 EUC_LE1_VIS-67070-1-C_20250323T134016.000000Z_01_01_01.00.fits.gz 139
OGLE-2018-BLG-0009 267.28 -30.07 2458165.899 22.91 17.795 17.795 EUC_LE1_VIS-67070-1-C_20250323T113836.000000Z_01_01_01.00.fits.gz 42
OGLE-2018-BLG-0010 268.76750000000004 -29.77833333333333 2458144.214 88.008 18.082 20.403 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 62
OGLE-2018-BLG-0011 268.6741666666667 -29.71527777777778 2458142.103 21.454 18.241 18.241 EUC_LE1_VIS-67070-1-C_20250324T035439.000000Z_01_01_01.00.fits.gz 49
OGLE-2018-BLG-0018 268.8870833333333 -29.72472222222222 2458150.126 9.164 17.914 17.914 EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 54
OGLE-2018-BLG-0019 269.25083333333333 -29.43777777777778 2458147.498 9.971 16.422 16.422 EUC_LE1_VIS-67070-1-C_20250324T054759.000000Z_01_01_01.00.fits.gz 101
OGLE-2018-BLG-0021 269.02416666666664 -29.10361111111112 2458125.924 41.04 19.047 19.047 EUC_LE1_VIS-67070-1-C_20250324T061514.000000Z_01_01_01.00.fits.gz 71
OGLE-2018-BLG-0027 269.33208333333334 -29.83805555555556 2458154.036 79.729 19.004 21.597 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 74
OGLE-2018-BLG-0029 268.6116666666667 -29.1125 2458170.362 5.344 19.065 19.065 EUC_LE1_VIS-67070-1-C_20250324T041119.000000Z_01_01_01.00.fits.gz 1
OGLE-2018-BLG-0033 268.3829166666667 -28.46638888888889 2458161.48 13.991 17.493 19.669 EUC_LE1_VIS-67070-1-C_20250323T201702.000000Z_01_01_01.00.fits.gz 90
OGLE-2018-BLG-0042 268.59541666666667 -29.58 2458168.629 6.535 19.802 19.802 EUC_LE1_VIS-67070-1-C_20250323T230245.000000Z_01_01_01.00.fits.gz 135
OGLE-2018-BLG-0059 269.3879166666666 -29.674722222222226 2458198.031 138.382 18.097 18.923 EUC_LE1_VIS-67070-1-C_20250324T053939.000000Z_01_01_01.00.fits.gz 124
OGLE-2018-BLG-0060 269.33208333333334 -29.83805555555556 2458140.185 31.024 18.945 18.945 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 74
OGLE-2018-BLG-0061 269.09791666666666 -29.2325 2458164.473 6.789 17.543 20.39 EUC_LE1_VIS-67070-1-C_20250324T060439.000000Z_01_01_01.00.fits.gz 94
OGLE-2018-BLG-0065 269.31291666666664 -29.06111111111112 2458159.995 10.897 19.8 19.8 EUC_LE1_VIS-67070-1-C_20250324T055619.000000Z_01_01_01.00.fits.gz 75
OGLE-2018-BLG-0066 269.2654166666667 -28.9825 2458168.524 21.384 18.461 19.332 EUC_LE1_VIS-67070-1-C_20250324T080014.000000Z_01_01_01.00.fits.gz 125
OGLE-2018-BLG-0069 268.93458333333336 -30.59055555555556 2458164.966 25.684 17.467 17.467 EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 72
OGLE-2018-BLG-0070 268.7808333333333 -30.63277777777778 2458146.862 38.09 19.255 19.255 EUC_LE1_VIS-67070-1-C_20250324T013404.000000Z_01_01_01.00.fits.gz 68
OGLE-2018-BLG-0072 269.38875 -30.440277777777776 2458176.488 98.669 18.904 22.213 EUC_LE1_VIS-67070-1-C_20250324T034404.000000Z_01_01_01.00.fits.gz 135
OGLE-2018-BLG-0073 268.8679166666667 -30.2125 2458166.365 1.626 19.199 19.199 EUC_LE1_VIS-67070-1-C_20250324T015904.000000Z_01_01_01.00.fits.gz 42
OGLE-2018-BLG-0074 268.67833333333334 -30.30388888888889 2458361.412 224.514 17.276 17.276 EUC_LE1_VIS-67070-1-C_20250324T014224.000000Z_01_01_01.00.fits.gz 37
OGLE-2018-BLG-0078 268.8416666666667 -29.98444444444445 2458136.73 33.01 18.042 18.042 EUC_LE1_VIS-67070-1-C_20250324T015044.000000Z_01_01_01.00.fits.gz 18
OGLE-2018-BLG-0181 268.5475 -29.01638888888889 2458182.172 5.851 17.652 17.652 EUC_LE1_VIS-67070-1-C_20250323T223745.000000Z_01_01_01.00.fits.gz 76
OGLE-2018-BLG-0184 268.1229166666667 -30.209444444444443 2458197.338 104.939 19.351 20.337 EUC_LE1_VIS-67070-1-C_20250323T231328.000000Z_01_01_01.00.fits.gz 45
